"time";"ano";"rodada";"data_confronto";"local";"gol";"razao_vitoria";"razao_empate";"razao_derrota";"media_gols";"media_gols_sofridos";"expectativa_gols";"forma";"elo";"exp_vitoria";"tipo_vencedor";"vitoria";"vencedor";"pontos";"preco"
"botafogo-rj";2019;5;"2019-05-19";"F";0;0.3763;0.1392;0.3763;1.1186;1.1340;0.0000;18.0000;986.2725;"M";"M";0;"goiás";0.65;151.03
"são paulo";2019;5;"2019-05-19";"C";0;0.4224;0.2716;0.3060;1.2716;1.0690;1.0000;14.0000;989.2875;"M";"E";0;"empate";36.11;223.29
"avaí";2019;5;"2019-05-19";"F";1;0.2625;0.5875;0.4375;0.8625;1.4000;0.0000;6.0000;1012.2700;"M";"E";0;"empate";40.58;142.30
"corinthians";2019;5;"2019-05-19";"F";2;0.4397;0.2284;0.2586;1.2198;0.8405;0.0000;8.0000;983.2300;"M";"V";1;"corinthians";64.15;230.26
"athlético-pr";2019;5;"2019-05-19";"C";0;0.4138;0.2284;0.3578;1.2716;1.0991;1.0000;11.0000;979.5200;"M";"V";0;"corinthians";21.16;199.97
"goiás";2019;5;"2019-05-19";"C";1;0.3475;0.2288;0.4237;1.1017;1.1695;1.0000;9.0000;994.2700;"M";"M";1;"goiás";72.87;167.93
"grêmio";2019;5;"2019-05-19";"F";1;0.4526;0.0603;0.2802;1.2069;0.8879;0.0000;4.0000;983.4500;"E";"M";0;"ceará";23.13;199.48
"ceará";2019;5;"2019-05-19";"C";2;0.2619;0.3333;0.4048;0.9048;1.0238;0.0000;0.0000;1010.3325;"E";"M";1;"ceará";45.16;194.96
"internacional";2019;5;"2019-05-19";"C";2;0.4175;0.2680;0.3144;1.2062;1.0619;2.0000;12.0000;994.9700;"M";"M";1;"internacional";92.62;244.93
"vasco";2019;5;"2019-05-19";"C";1;0.2949;0.3013;0.4038;1.0385;1.4103;1.0000;2.0000;1017.5050;"M";"E";0;"empate";52.58;199.50
"bahia";2019;5;"2019-05-19";"F";0;0.3077;0.4038;0.4038;1.0449;1.1731;0.0000;6.0000;1011.2675;"M";"E";0;"empate";64.47;215.35
"csa";2019;5;"2019-05-19";"F";0;0.0000;13.0000;0.2500;0.2500;1.2500;0.0000;4.0000;1001.0825;"M";"M";0;"internacional";24.00;132.88
"botafogo-rj";2019;6;"2019-05-25";"C";0;0.3744;0.2462;0.3795;1.1128;1.1333;1.0000;9.0000;985.7725;"E";"V";0;"palmeiras";-11.02;142.71
"palmeiras";2019;6;"2019-05-25";"F";1;0.4923;0.2462;0.2974;1.5026;1.0974;1.0000;18.0000;1020.5525;"E";"V";1;"palmeiras";76.80;284.33
"atlético-mg";2019;6;"2019-05-25";"F";0;0.4506;0.2661;0.2876;1.4678;1.1631;0.0000;14.0000;992.5500;"M";"M";0;"grêmio";29.78;224.37
"grêmio";2019;6;"2019-05-25";"C";1;0.4506;0.2661;0.2833;1.2060;0.8927;1.0000;2.0000;983.4500;"M";"M";1;"grêmio";86.51;206.36
"santos";2019;6;"2019-05-26";"C";0;0.4335;0.2532;0.3133;1.3133;0.9742;1.0000;7.0000;990.5450;"M";"E";0;"empate";44.62;231.44
"fortaleza";2019;6;"2019-05-26";"C";1;0.4000;0.0000;0.6000;1.0000;1.6000;1.0000;9.0000;1001.0825;"M";"E";0;"empate";31.53;158.64
"cruzeiro";2019;6;"2019-05-26";"C";1;0.4592;0.2446;0.2961;1.3863;1.0429;1.0000;3.0000;951.5200;"M";"V";0;"chapecoense";47.35;178.47
"flamengo";2019;6;"2019-05-26";"C";3;0.4249;0.2532;0.3219;1.2961;1.0944;1.0000;7.0000;1017.8400;"M";"M";1;"flamengo";54.11;209.90
"athlético-pr";2019;6;"2019-05-26";"F";2;0.4120;0.2532;0.3605;1.2661;1.1030;0.0000;7.0000;979.5200;"M";"M";0;"flamengo";26.07;195.33
"vasco";2019;6;"2019-05-26";"F";1;0.2930;0.0000;0.4013;1.0382;1.4076;0.0000;4.0000;1018.0050;"M";"E";0;"empate";16.80;185.58
"fluminense";2019;6;"2019-05-26";"F";2;0.3476;0.1974;0.3991;1.2060;1.2489;0.0000;12.0000;1011.8100;"M";"M";0;"bahia";21.05;157.28
"bahia";2019;6;"2019-05-26";"C";3;0.3057;0.2930;0.4013;1.0382;1.1656;1.0000;6.0000;1011.2675;"M";"M";1;"bahia";57.49;217.81
"corinthians";2019;6;"2019-05-26";"C";1;0.4421;0.3004;0.2575;1.2232;0.8369;1.0000;12.0000;983.2300;"M";"M";1;"corinthians";69.27;235.86
"são paulo";2019;6;"2019-05-26";"F";0;0.4206;0.3004;0.3047;1.2661;1.0644;0.0000;10.0000;989.2875;"M";"M";0;"corinthians";11.78;212.24
"chapecoense";2019;6;"2019-05-26";"F";2;0.3231;0.2923;0.3897;1.0667;1.2667;0.0000;1.0000;1005.6450;"M";"V";1;"chapecoense";44.84;204.62
"internacional";2019;6;"2019-05-26";"F";0;0.4205;0.3026;0.3128;1.2103;1.0564;0.0000;15.0000;995.4700;"M";"E";0;"empate";52.80;234.30
"goiás";2019;6;"2019-05-27";"F";0;0.3529;0.0252;0.4202;1.1008;1.1597;0.0000;15.0000;993.7700;"E";"M";0;"csa";34.91;164.42
"ceará";2019;6;"2019-05-27";"F";2;0.2791;0.5814;0.3953;0.9302;1.0233;0.0000;11.0000;1010.8325;"E";"V";1;"ceará";42.44;194.07
"csa";2019;6;"2019-05-27";"C";1;0.0000;0.6000;0.4000;0.2000;1.4000;0.0000;3.0000;1001.5825;"E";"M";1;"csa";66.33;144.68
"avaí";2019;6;"2019-05-27";"C";1;0.2593;0.3086;0.4321;0.8642;1.3951;0.0000;5.0000;1011.7700;"E";"V";0;"ceará";30.98;141.34
"fortaleza";2019;7;"2019-06-01";"F";0;0.3333;9.8333;0.5000;1.0000;1.5000;0.0000;9.0000;1001.0825;"M";"M";0;"flamengo";25.09;151.36
"flamengo";2019;7;"2019-06-01";"C";2;0.4274;0.2521;0.3205;1.3034;1.0983;2.0000;12.0000;1017.8400;"M";"M";1;"flamengo";89.24;210.83
"grêmio";2019;7;"2019-06-01";"F";0;0.4530;0.1966;0.2821;1.2051;0.8889;0.0000;12.0000;982.9500;"E";"M";0;"bahia";9.38;195.68
"bahia";2019;7;"2019-06-01";"C";1;0.3101;0.2911;0.3987;1.0506;1.1709;0.0000;11.0000;1011.7675;"E";"M";1;"bahia";64.25;222.27
"são paulo";2019;7;"2019-06-02";"C";1;0.4188;0.2735;0.3077;1.2607;1.0641;1.0000;5.0000;988.7875;"M";"E";0;"empate";35.78;213.33
"avaí";2019;7;"2019-06-02";"F";0;0.2561;0.6463;0.4390;0.8659;1.4024;0.0000;1.0000;1011.7700;"M";"M";0;"internacional";40.47;145.23
"fluminense";2019;7;"2019-06-02";"F";0;0.3462;0.2265;0.4017;1.2094;1.2564;0.0000;6.0000;1011.8100;"M";"M";0;"athlético-pr";14.40;153.93
"vasco";2019;7;"2019-06-02";"F";0;0.2911;0.3038;0.3987;1.0380;1.4051;0.0000;3.0000;1018.0050;"M";"M";0;"botafogo-rj";26.29;186.99
"santos";2019;7;"2019-06-02";"F";1;0.4316;0.0598;0.3120;1.3077;0.9701;0.0000;6.0000;991.5450;"M";"V";1;"santos";68.07;240.34
"athlético-pr";2019;7;"2019-06-02";"C";3;0.4103;0.2265;0.3632;1.2692;1.1111;1.0000;3.0000;979.5200;"M";"M";1;"athlético-pr";81.93;201.83
"ceará";2019;7;"2019-06-02";"C";0;0.2955;0.3182;0.3864;0.9545;1.0227;1.0000;15.0000;1009.8325;"M";"V";0;"santos";49.64;193.87
"palmeiras";2019;7;"2019-06-02";"F";2;0.4949;0.2857;0.2959;1.5000;1.0918;1.0000;18.0000;1021.0525;"E";"V";1;"palmeiras";22.47;267.51
"csa";2019;7;"2019-06-02";"F";0;0.1667;10.1667;0.3333;0.3333;1.1667;0.0000;10.0000;1001.5825;"M";"M";0;"atlético-mg";-0.11;134.26
"atlético-mg";2019;7;"2019-06-02";"C";4;0.4487;0.2607;0.2906;1.4615;1.1624;2.0000;6.0000;992.5500;"M";"M";1;"atlético-mg";107.24;240.94
"chapecoense";2019;7;"2019-06-02";"C";1;0.3265;0.2857;0.3878;1.0714;1.2653;1.0000;9.0000;1005.1450;"E";"V";0;"palmeiras";23.89;207.72
"cruzeiro";2019;7;"2019-06-02";"F";1;0.4573;0.2735;0.2991;1.3846;1.0470;0.0000;2.0000;952.0200;"M";"E";0;"empate";23.56;174.70
"internacional";2019;7;"2019-06-02";"C";2;0.4184;0.2704;0.3112;1.2041;1.0510;1.0000;12.0000;995.4700;"M";"M";1;"internacional";89.56;242.96
"botafogo-rj";2019;7;"2019-06-02";"C";1;0.3724;0.2449;0.3827;1.1071;1.1327;1.0000;3.0000;985.7725;"M";"M";1;"botafogo-rj";56.18;154.41
"corinthians";2019;7;"2019-08-07";"C";2;0.4417;0.3042;0.2542;1.2167;0.8292;1.0000;10.0000;984.2300;"M";"M";1;"corinthians";0.00;235.86
"goiás";2019;7;"2019-08-07";"F";0;0.3492;0.5794;0.4206;1.0952;1.2143;0.0000;1.0000;993.7700;"M";"M";0;"corinthians";0.00;160.42
"internacional";2019;8;"2019-06-07";"F";1;0.4213;0.2487;0.3096;1.2081;1.0457;1.0000;14.0000;994.9700;"E";"M";0;"vasco";26.84;232.88
"vasco";2019;8;"2019-06-07";"C";2;0.2893;0.3082;0.4025;1.0314;1.4025;1.0000;3.0000;1018.5050;"E";"M";1;"vasco";39.60;184.08
"cruzeiro";2019;8;"2019-06-08";"C";0;0.4553;0.2468;0.2979;1.3830;1.0468;1.0000;3.0000;951.5200;"M";"E";0;"empate";59.45;179.79
"grêmio";2019;8;"2019-06-08";"C";1;0.4511;0.2638;0.2851;1.2000;0.8894;2.0000;6.0000;982.9500;"M";"M";1;"grêmio";73.85;207.11
"avaí";2019;8;"2019-06-08";"C";0;0.2530;0.3012;0.4458;0.8554;1.4096;0.0000;1.0000;1012.2700;"V";"E";0;"empate";57.27;150.00
"são paulo";2019;8;"2019-06-08";"F";0;0.4170;0.1064;0.3064;1.2596;1.0638;1.0000;4.0000;988.2875;"V";"E";0;"empate";33.38;212.41
"corinthians";2019;8;"2019-06-08";"F";0;0.4444;0.2479;0.2564;1.2222;0.8333;0.0000;16.0000;983.7300;"M";"E";0;"empate";59.02;235.97
"bahia";2019;8;"2019-06-08";"F";0;0.3145;0.0881;0.3962;1.0503;1.1635;0.0000;16.0000;1012.2675;"M";"E";0;"empate";54.87;221.91
"athlético-pr";2019;8;"2019-06-08";"F";0;0.4128;0.1745;0.3617;1.2766;1.1064;0.0000;9.0000;979.5200;"M";"M";0;"palmeiras";-2.07;186.47
"ceará";2019;8;"2019-06-08";"C";0;0.2889;0.3111;0.4000;0.9333;1.0222;1.0000;9.0000;1009.3325;"M";"E";0;"empate";50.40;191.84
"fortaleza";2019;8;"2019-06-08";"F";0;0.2857;8.8571;0.5714;0.8571;1.5714;0.0000;3.0000;1001.0825;"M";"M";0;"grêmio";8.62;147.30
"palmeiras";2019;8;"2019-06-08";"C";1;0.4975;0.2081;0.2944;1.5025;1.0914;1.0000;18.0000;1021.0525;"M";"M";1;"palmeiras";83.24;277.27
"flamengo";2019;8;"2019-06-09";"F";0;0.4298;0.2511;0.3191;1.3064;1.0936;1.0000;15.0000;1017.8400;"E";"E";0;"empate";53.24;206.81
"santos";2019;8;"2019-06-09";"C";3;0.4340;0.2553;0.3106;1.3064;0.9660;1.0000;11.0000;991.5450;"M";"M";1;"santos";71.13;241.97
"botafogo-rj";2019;8;"2019-06-09";"F";2;0.3756;0.0152;0.3807;1.1066;1.1269;0.0000;9.0000;986.2725;"E";"V";1;"botafogo-rj";62.18;163.84
"csa";2019;8;"2019-06-09";"C";1;0.1429;0.4286;0.4286;0.2857;1.5714;0.0000;6.0000;1001.0825;"E";"V";0;"botafogo-rj";39.38;139.90
"fluminense";2019;8;"2019-06-09";"C";0;0.3447;0.2511;0.4043;1.2043;1.2638;1.0000;3.0000;1011.8100;"E";"E";0;"empate";40.80;158.55
"atlético-mg";2019;8;"2019-06-09";"F";1;0.4511;0.2553;0.2894;1.4723;1.1574;0.0000;14.0000;992.5500;"M";"M";0;"santos";33.93;231.28
"goiás";2019;8;"2019-06-10";"C";3;0.3500;0.2250;0.4250;1.0917;1.1583;1.0000;9.0000;993.7700;"M";"M";1;"goiás";47.89;159.03
"chapecoense";2019;8;"2019-06-10";"F";1;0.3249;0.1371;0.3909;1.0711;1.2690;0.0000;6.0000;1005.1450;"M";"M";0;"goiás";4.91;202.16
"bahia";2019;9;"2019-06-12";"F";1;0.3125;0.3312;0.3938;1.0438;1.1562;0.0000;12.0000;1012.2675;"M";"M";0;"internacional";48.43;227.61
"botafogo-rj";2019;9;"2019-06-12";"C";0;0.3788;0.2424;0.3788;1.1111;1.1263;1.0000;15.0000;985.2725;"M";"V";0;"grêmio";18.33;156.26
"csa";2019;9;"2019-06-12";"C";0;0.1250;0.3750;0.5000;0.3750;1.6250;0.0000;3.0000;1000.3325;"E";"V";0;"flamengo";23.20;166.07
"corinthians";2019;9;"2019-06-12";"F";0;0.4426;0.2553;0.2553;1.2170;0.8298;0.0000;12.0000;983.7300;"M";"M";0;"santos";14.62;218.58
"flamengo";2019;9;"2019-06-12";"F";2;0.4280;0.0127;0.3178;1.3008;1.0890;0.0000;12.0000;1018.5900;"E";"V";1;"flamengo";83.30;233.25
"internacional";2019;9;"2019-06-12";"C";3;0.4192;0.2677;0.3131;1.2071;1.0505;1.0000;7.0000;994.9700;"M";"M";1;"internacional";68.11;232.06
"cruzeiro";2019;9;"2019-06-12";"F";1;0.4534;0.0042;0.2966;1.3771;1.0424;1.0000;3.0000;950.5200;"V";"M";0;"fortaleza";9.71;159.42
"grêmio";2019;9;"2019-06-12";"F";1;0.4534;0.2034;0.2839;1.1992;0.8856;0.0000;12.0000;983.9500;"M";"V";1;"grêmio";53.13;212.07
"santos";2019;9;"2019-06-12";"C";1;0.4364;0.2542;0.3093;1.3136;0.9661;1.0000;16.0000;991.5450;"M";"M";1;"santos";63.52;223.85
"fortaleza";2019;9;"2019-06-12";"C";2;0.2500;0.1250;0.6250;0.7500;1.5000;0.0000;1.0000;1002.0825;"V";"M";1;"fortaleza";38.56;133.23
"ceará";2019;9;"2019-06-13";"F";0;0.2826;1.0652;0.3913;0.9130;1.0000;1.0000;6.0000;1008.3325;"V";"M";0;"vasco";36.55;178.09
"athlético-pr";2019;9;"2019-06-13";"F";1;0.4110;0.1144;0.3644;1.2712;1.1059;0.0000;6.0000;979.5200;"M";"M";0;"goiás";18.46;182.45
"chapecoense";2019;9;"2019-06-13";"C";1;0.3232;0.2828;0.3939;1.0707;1.2778;1.0000;3.0000;1004.6450;"M";"E";0;"empate";46.69;184.67
"goiás";2019;9;"2019-06-13";"C";2;0.3554;0.2231;0.4215;1.1074;1.1570;1.0000;12.0000;993.7700;"M";"M";1;"goiás";53.02;161.98
"vasco";2019;9;"2019-06-13";"C";1;0.2938;0.3062;0.4000;1.0375;1.4000;0.0000;10.0000;1019.5050;"V";"M";1;"vasco";65.89;193.64
"palmeiras";2019;9;"2019-06-13";"C";2;0.5000;0.2071;0.2929;1.5000;1.0859;1.0000;18.0000;1021.0525;"M";"M";1;"palmeiras";87.60;292.35
"avaí";2019;9;"2019-06-13";"F";0;0.2500;0.4881;0.4405;0.8452;1.3929;0.0000;3.0000;1012.2700;"M";"M";0;"palmeiras";7.70;153.16
"atlético-mg";2019;9;"2019-06-13";"C";1;0.4492;0.2585;0.2924;1.4703;1.1653;1.0000;6.0000;992.5500;"E";"E";0;"empate";63.16;242.73
"fluminense";2019;9;"2019-06-13";"F";1;0.3432;0.2373;0.4025;1.1992;1.2585;0.0000;3.0000;1012.3100;"M";"E";0;"empate";7.42;152.91
"são paulo";2019;9;"2019-06-13";"F";1;0.4153;0.2585;0.3051;1.2542;1.0593;1.0000;3.0000;988.2875;"E";"E";0;"empate";32.73;217.11
"são paulo";2019;10;"2019-07-13";"C";1;0.4135;0.2827;0.3038;1.2532;1.0591;1.0000;6.0000;988.2875;"E";"E";0;"empate";52.69;213.93
"vasco";2019;10;"2019-07-13";"F";1;0.2981;0.3851;0.3975;1.0373;1.3913;0.0000;15.0000;1019.5050;"M";"M";0;"grêmio";24.55;187.58
"palmeiras";2019;10;"2019-07-13";"F";1;0.5025;0.3367;0.2915;1.5025;1.0804;1.0000;18.0000;1021.0525;"E";"E";0;"empate";51.71;291.89
"santos";2019;10;"2019-07-13";"F";1;0.4388;0.1983;0.3080;1.3122;0.9620;0.0000;18.0000;992.5450;"M";"V";1;"santos";62.40;229.26
"bahia";2019;10;"2019-07-13";"C";0;0.3106;0.2919;0.3975;1.0435;1.1677;1.0000;5.0000;1011.2675;"M";"V";0;"santos";23.13;217.37
"avaí";2019;10;"2019-07-13";"F";0;0.2471;0.0118;0.4471;0.8353;1.4000;0.0000;0.0000;1012.2700;"M";"M";0;"fortaleza";25.20;153.38
"grêmio";2019;10;"2019-07-13";"C";2;0.4557;0.2616;0.2827;1.1983;0.8819;1.0000;15.0000;983.9500;"M";"M";1;"grêmio";45.60;210.70
"fortaleza";2019;10;"2019-07-13";"C";2;0.3333;0.1111;0.5556;0.8889;1.4444;1.0000;9.0000;1002.0825;"M";"M";1;"fortaleza";75.05;140.39
"csa";2019;10;"2019-07-14";"F";0;0.1111;7.8889;0.5556;0.3333;1.6667;0.0000;2.0000;1000.3325;"M";"M";0;"corinthians";3.71;148.74
"flamengo";2019;10;"2019-07-14";"C";6;0.4304;0.2532;0.3165;1.3038;1.0844;1.0000;14.0000;1018.5900;"M";"M";1;"flamengo";116.95;246.50
"internacional";2019;10;"2019-07-14";"F";0;0.4221;0.2663;0.3116;1.2161;1.0503;0.0000;12.0000;994.9700;"M";"M";0;"athlético-pr";13.75;226.61
"botafogo-rj";2019;10;"2019-07-14";"F";0;0.3769;0.2965;0.3819;1.1055;1.1256;0.0000;9.0000;985.7725;"M";"E";0;"empate";51.16;160.58
"chapecoense";2019;10;"2019-07-14";"C";1;0.3216;0.2864;0.3920;1.0704;1.2764;1.0000;3.0000;1004.1450;"E";"V";0;"atlético-mg";53.13;198.58
"cruzeiro";2019;10;"2019-07-14";"C";0;0.4515;0.2489;0.2996;1.3755;1.0464;1.0000;3.0000;950.0200;"M";"E";0;"empate";46.04;163.70
"athlético-pr";2019;10;"2019-07-14";"C";1;0.4093;0.2236;0.3671;1.2700;1.1097;1.0000;3.0000;979.5200;"M";"M";1;"athlético-pr";49.20;187.63
"atlético-mg";2019;10;"2019-07-14";"F";2;0.4473;0.2405;0.2911;1.4684;1.1646;1.0000;6.0000;993.0500;"E";"V";1;"atlético-mg";47.35;235.28
"goiás";2019;10;"2019-07-14";"F";1;0.3607;0.4918;0.4180;1.1148;1.1557;0.0000;15.0000;993.7700;"M";"M";0;"flamengo";33.38;164.80
"corinthians";2019;10;"2019-07-14";"C";1;0.4407;0.3008;0.2585;1.2119;0.8305;2.0000;5.0000;983.7300;"M";"M";1;"corinthians";87.38;225.51
"ceará";2019;10;"2019-07-15";"F";1;0.2766;1.2979;0.4043;0.8936;1.0000;0.0000;2.0000;1008.8325;"M";"E";0;"empate";43.31;181.52
"fluminense";2019;10;"2019-07-15";"C";1;0.3418;0.2574;0.4008;1.1983;1.2574;1.0000;5.0000;1011.8100;"M";"E";0;"empate";48.65;161.48
"cruzeiro";2019;11;"2019-07-20";"F";0;0.4496;0.1975;0.2983;1.3697;1.0420;1.0000;4.0000;950.0200;"E";"E";0;"empate";73.53;179.87
"vasco";2019;11;"2019-07-20";"C";2;0.2963;0.3025;0.4012;1.0370;1.3951;1.0000;9.0000;1020.0050;"E";"M";1;"vasco";40.58;186.87
"ceará";2019;11;"2019-07-20";"C";2;0.2708;0.3333;0.3958;0.8958;1.0000;0.0000;4.0000;1010.3325;"V";"M";1;"ceará";51.71;183.63
"athlético-pr";2019;11;"2019-07-20";"F";4;0.4118;0.0126;0.3655;1.2689;1.1050;0.0000;9.0000;980.4575;"E";"V";1;"athlético-pr";98.95;208.78
"csa";2019;11;"2019-07-20";"C";0;0.1000;0.3000;0.6000;0.3000;1.6000;0.0000;0.0000;999.3950;"E";"V";0;"athlético-pr";19.31;150.05
"grêmio";2019;11;"2019-07-20";"F";1;0.4580;0.2227;0.2815;1.2017;0.8824;0.0000;18.0000;984.4500;"M";"E";0;"empate";34.69;205.50
"bahia";2019;11;"2019-07-20";"C";0;0.3086;0.2901;0.4012;1.0370;1.1667;1.0000;1.0000;1011.2675;"E";"E";0;"empate";45.49;230.12
"fluminense";2019;11;"2019-07-20";"F";1;0.3403;0.2059;0.3992;1.1975;1.2563;1.0000;4.0000;1011.3100;"E";"M";0;"vasco";20.40;163.84
"palmeiras";2019;11;"2019-07-20";"F";0;0.5000;0.0800;0.2900;1.5000;1.0800;1.0000;12.0000;1019.5525;"V";"M";0;"ceará";35.24;271.87
"internacional";2019;11;"2019-07-20";"C";1;0.4200;0.2650;0.3150;1.2100;1.0500;1.0000;6.0000;994.4700;"M";"E";0;"empate";28.69;225.64
"goiás";2019;11;"2019-07-21";"F";0;0.3577;0.2114;0.4228;1.1138;1.1951;1.0000;9.0000;993.7700;"E";"E";0;"empate";63.71;173.11
"santos";2019;11;"2019-07-21";"F";1;0.4412;0.2059;0.3067;1.3109;0.9580;0.0000;18.0000;993.5450;"M";"V";1;"santos";62.51;231.79
"avaí";2019;11;"2019-07-21";"C";0;0.2442;0.3023;0.4535;0.8256;1.4070;1.0000;1.0000;1012.2700;"E";"E";0;"empate";31.85;155.92
"fortaleza";2019;11;"2019-07-21";"F";2;0.4000;6.2000;0.5000;1.0000;1.3000;0.0000;15.0000;1002.5825;"M";"E";0;"empate";36.33;143.59
"botafogo-rj";2019;11;"2019-07-21";"C";0;0.3750;0.2450;0.3800;1.1000;1.1200;1.0000;6.0000;984.7725;"M";"V";0;"santos";24.00;161.91
"corinthians";2019;11;"2019-07-21";"C";1;0.4430;0.2996;0.2574;1.2110;0.8270;1.0000;10.0000;983.2300;"M";"E";0;"empate";39.27;213.73
"flamengo";2019;11;"2019-07-21";"F";1;0.4328;0.2983;0.3151;1.3235;1.0840;0.0000;16.0000;1019.0900;"M";"E";0;"empate";19.96;236.21
"atlético-mg";2019;11;"2019-07-21";"C";2;0.4496;0.2605;0.2899;1.4706;1.1639;2.0000;11.0000;992.5500;"M";"E";0;"empate";26.84;226.10
"chapecoense";2019;11;"2019-07-22";"F";0;0.3200;0.3400;0.3950;1.0700;1.2800;0.0000;2.0000;1004.1450;"M";"M";0;"são paulo";13.31;186.08
"são paulo";2019;11;"2019-07-22";"C";4;0.4118;0.2857;0.3025;1.2521;1.0588;1.0000;6.0000;988.2875;"M";"M";1;"são paulo";120.22;230.48
"fluminense";2019;12;"2019-07-27";"C";1;0.3389;0.2594;0.4017;1.1967;1.2594;1.0000;3.0000;1010.8100;"E";"V";0;"são paulo";27.71;149.04
"vasco";2019;12;"2019-07-27";"F";1;0.3006;0.2577;0.3988;1.0429;1.3926;0.0000;14.0000;1020.5050;"M";"E";0;"empate";22.91;183.87
"internacional";2019;12;"2019-07-27";"C";1;0.4179;0.2687;0.3134;1.2090;1.0498;1.0000;6.0000;994.4700;"M";"M";1;"internacional";73.75;233.52
"palmeiras";2019;12;"2019-07-27";"C";1;0.4975;0.2090;0.2935;1.4925;1.0846;1.0000;5.0000;1019.0525;"M";"E";0;"empate";30.00;287.76
"são paulo";2019;12;"2019-07-27";"F";2;0.4142;0.2594;0.3013;1.2636;1.0544;1.0000;12.0000;988.7875;"E";"V";1;"são paulo";45.05;237.97
"athlético-pr";2019;12;"2019-07-27";"F";2;0.4142;0.2552;0.3640;1.2803;1.1004;0.0000;15.0000;981.9575;"M";"V";1;"athlético-pr";76.91;225.10
"ceará";2019;12;"2019-07-27";"F";0;0.2857;1.1020;0.3878;0.9184;0.9796;0.0000;9.0000;1010.3325;"M";"M";0;"internacional";23.78;176.30
"cruzeiro";2019;12;"2019-07-27";"C";0;0.4477;0.2552;0.2971;1.3640;1.0377;1.0000;5.0000;948.5200;"M";"V";0;"athlético-pr";6.33;166.62
"corinthians";2019;12;"2019-07-28";"F";3;0.4412;0.0084;0.2563;1.2101;0.8277;0.0000;9.0000;984.7300;"M";"V";1;"corinthians";59.56;222.36
"flamengo";2019;12;"2019-07-28";"C";3;0.4310;0.2552;0.3138;1.3222;1.0837;1.0000;12.0000;1019.0900;"M";"M";1;"flamengo";54.12;239.63
"atlético-mg";2019;12;"2019-07-28";"F";0;0.4477;0.1172;0.2887;1.4728;1.1674;1.0000;10.0000;992.5500;"E";"E";0;"empate";42.65;224.03
"botafogo-rj";2019;12;"2019-07-28";"F";2;0.3731;0.3035;0.3831;1.0945;1.1194;0.0000;0.0000;984.7725;"M";"M";0;"flamengo";42.65;154.73
"fortaleza";2019;12;"2019-07-28";"C";1;0.3636;0.1818;0.4545;1.0909;1.3636;1.0000;12.0000;1001.0825;"M";"V";0;"corinthians";13.85;137.80
"avaí";2019;12;"2019-07-28";"F";1;0.2414;0.6897;0.4483;0.8161;1.3908;0.0000;3.0000;1012.2700;"M";"M";0;"santos";62.73;155.82
"chapecoense";2019;12;"2019-07-28";"C";0;0.3184;0.2836;0.3980;1.0647;1.2935;1.0000;1.0000;1003.6450;"M";"E";0;"empate";67.31;192.06
"santos";2019;12;"2019-07-28";"C";3;0.4435;0.2510;0.3054;1.3096;0.9540;1.0000;18.0000;993.5450;"M";"M";1;"santos";91.42;238.12
"bahia";2019;12;"2019-07-28";"F";0;0.3067;0.3497;0.3988;1.0307;1.1595;0.0000;3.0000;1011.7675;"M";"E";0;"empate";52.15;234.85
"goiás";2019;12;"2019-07-28";"C";0;0.3548;0.2258;0.4194;1.1048;1.1855;1.0000;6.0000;993.7700;"E";"E";0;"empate";56.51;172.18
"grêmio";2019;12;"2019-07-29";"F";0;0.4561;0.0126;0.2803;1.2008;0.8828;1.0000;12.0000;983.9500;"V";"E";0;"empate";43.09;211.66
"csa";2019;12;"2019-07-29";"C";0;0.0909;0.2727;0.6364;0.2727;1.8182;0.0000;0.0000;999.8950;"V";"E";0;"empate";49.53;152.06
"internacional";2019;13;"2019-08-03";"F";1;0.4208;0.3069;0.3119;1.2079;1.0446;0.0000;9.0000;994.4700;"M";"M";0;"fluminense";22.58;226.31
"ceará";2019;13;"2019-08-03";"C";2;0.2800;0.3200;0.4000;0.9000;0.9800;1.0000;7.0000;1010.3325;"M";"M";1;"ceará";48.22;181.75
"fluminense";2019;13;"2019-08-03";"C";2;0.3375;0.2583;0.4042;1.1958;1.2625;1.0000;1.0000;1010.8100;"M";"M";1;"fluminense";58.80;150.41
"fortaleza";2019;13;"2019-08-03";"F";1;0.3333;1.3333;0.5000;1.0833;1.5000;0.0000;3.0000;1001.0825;"M";"M";0;"ceará";17.02;138.84
"goiás";2019;13;"2019-08-04";"F";1;0.3520;0.4800;0.4160;1.0960;1.1760;0.0000;3.0000;993.7700;"M";"M";0;"santos";21.60;169.63
"avaí";2019;13;"2019-08-04";"C";0;0.2386;0.3068;0.4545;0.8182;1.4091;0.0000;2.0000;1012.2700;"V";"V";0;"botafogo-rj";24.76;146.57
"cruzeiro";2019;13;"2019-08-04";"F";0;0.4458;0.2667;0.3000;1.3583;1.0417;1.0000;3.0000;947.7700;"E";"M";0;"atlético-mg";21.16;162.67
"palmeiras";2019;13;"2019-08-04";"F";1;0.4950;0.3564;0.2921;1.4901;1.0842;0.0000;6.0000;1019.5525;"M";"E";0;"empate";23.78;281.74
"flamengo";2019;13;"2019-08-04";"F";0;0.4333;0.2042;0.3125;1.3292;1.0875;1.0000;14.0000;1018.2150;"E";"M";0;"bahia";15.38;226.09
