"time";"ano";"rodada";"data_confronto";"local";"gol";"razao_vitoria";"razao_empate";"razao_derrota";"media_gols";"media_gols_sofridos";"expectativa_gols";"forma";"elo";"exp_vitoria";"tipo_vencedor";"vitoria";"vencedor";"pontos";"preco"
"grêmio";2014;8;"2014-05-28";"F";0;0.4889;0.0222;0.2444;1.0889;0.8889;2.0000;9.0000;1001.0125;"V";"E";0;"empate";34.50;99.83
"athlético-pr";2014;8;"2014-05-28";"C";2;0.4444;0.2889;0.2667;1.6667;1.2889;1.0000;12.0000;1000.0825;"M";"E";0;"empate";-4.90;43.83
"vitória";2014;8;"2014-05-28";"F";0;0.3778;0.2889;0.3111;1.4889;1.4000;1.0000;5.0000;1000.5200;"E";"E";0;"empate";16.70;17.55
"atlético-mg";2014;8;"2014-05-28";"C";2;0.4000;0.3111;0.2889;1.2667;1.0000;1.0000;12.0000;997.4250;"M";"M";1;"atlético-mg";18.90;50.54
"cruzeiro";2014;8;"2014-05-28";"F";0;0.6222;0.4444;0.2000;2.0444;1.0222;0.0000;18.0000;994.6450;"E";"M";0;"corinthians";32.40;78.87
"chapecoense";2014;8;"2014-05-28";"F";0;0.1429;2.5714;0.5714;0.7143;1.0000;0.0000;12.0000;1001.0200;"M";"M";0;"internacional";2.40;12.89
"sport";2014;8;"2014-05-28";"C";0;0.3333;0.1667;0.5000;1.0000;1.6667;1.0000;3.0000;1005.3400;"V";"E";0;"empate";27.10;46.17
"figueirense";2014;8;"2014-05-29";"F";1;0.1429;2.2857;0.8571;0.1429;1.4286;0.0000;5.0000;1001.2250;"M";"E";0;"empate";22.80;15.93
"bahia";2014;8;"2014-05-29";"C";0;0.3182;0.3182;0.3636;0.9773;1.1364;0.0000;3.0000;1004.8300;"V";"V";0;"santos";-0.90;3.08
"santos";2014;8;"2014-05-29";"F";2;0.3556;0.3111;0.2667;1.2667;0.9556;1.0000;5.0000;999.2950;"V";"V";1;"santos";35.80;48.04
"flamengo";2014;8;"2014-05-29";"C";1;0.2889;0.3556;0.3556;1.0667;1.2222;1.0000;5.0000;994.0275;"M";"E";0;"empate";18.70;68.00
"sport";2014;9;"2014-05-31";"F";1;0.2857;2.1429;0.4286;0.8571;1.4286;0.0000;5.0000;1006.3400;"M";"V";1;"sport";12.90;28.54
"atlético-mg";2014;9;"2014-05-31";"F";1;0.4130;0.2609;0.2826;1.2826;0.9783;0.0000;12.0000;997.4250;"M";"M";0;"são paulo";7.70;36.64
"vitória";2014;9;"2014-05-31";"C";0;0.3696;0.3261;0.3043;1.4565;1.3696;1.0000;5.0000;999.5200;"M";"V";0;"sport";0.20;4.96
"são paulo";2014;9;"2014-05-31";"C";2;0.3696;0.2609;0.3696;1.1522;1.1087;1.0000;9.0000;998.4125;"M";"M";1;"são paulo";19.30;52.26
"coritiba";2014;9;"2014-05-31";"C";3;0.2609;0.3478;0.3913;1.0217;1.1957;1.0000;1.0000;1000.3975;"M";"M";1;"coritiba";19.60;21.17
"goiás";2014;9;"2014-05-31";"F";0;0.4348;0.3478;0.2609;1.1957;1.0435;0.0000;10.0000;1004.1450;"M";"M";0;"coritiba";0.00;0.00
"santos";2014;9;"2014-06-01";"C";2;0.3696;0.3696;0.2609;1.2826;0.9348;1.0000;12.0000;999.2950;"M";"M";1;"santos";24.90;64.09
"corinthians";2014;9;"2014-06-01";"C";1;0.3261;0.4348;0.2391;0.8043;0.5652;0.0000;16.0000;1005.1675;"E";"E";0;"empate";29.80;96.83
"flamengo";2014;9;"2014-06-01";"F";0;0.2826;0.1739;0.3478;1.0652;1.2174;0.0000;4.0000;994.0275;"M";"M";0;"cruzeiro";7.90;60.73
"athlético-pr";2014;9;"2014-06-01";"F";3;0.4348;0.0217;0.2609;1.6739;1.3043;2.0000;10.0000;1000.0825;"V";"V";1;"athlético-pr";42.70;57.25
"botafogo-rj";2014;9;"2014-06-01";"F";1;0.4130;0.4348;0.3261;1.4565;1.1304;0.0000;9.0000;994.6475;"E";"E";0;"empate";11.00;30.19
"chapecoense";2014;9;"2014-06-01";"C";2;0.1250;0.2500;0.6250;0.6250;1.1250;0.0000;6.0000;1001.5200;"E";"M";1;"chapecoense";8.30;24.70
"internacional";2014;9;"2014-06-01";"F";1;0.3261;0.2174;0.2826;1.3478;1.3043;1.0000;10.0000;993.2200;"E";"E";0;"empate";10.60;46.21
"figueirense";2014;9;"2014-06-01";"C";1;0.1250;0.1250;0.7500;0.2500;1.3750;0.0000;3.0000;1001.2250;"V";"V";0;"athlético-pr";16.50;14.20
"bahia";2014;9;"2014-06-01";"F";1;0.3111;0.0444;0.3778;0.9556;1.1556;0.0000;1.0000;1004.3300;"E";"M";0;"chapecoense";1.10;9.76
"fluminense";2014;9;"2014-06-01";"C";1;0.3696;0.2174;0.4130;1.2174;1.1739;1.0000;9.0000;1004.5600;"E";"E";0;"empate";25.10;96.09
"palmeiras";2014;9;"2014-06-01";"F";0;0.5000;1.6250;0.5000;1.0000;1.2500;0.0000;3.0000;992.2400;"M";"E";0;"empate";1.60;28.18
"cruzeiro";2014;9;"2014-06-01";"C";3;0.6087;0.1739;0.2174;2.0000;1.0217;2.0000;9.0000;994.6450;"M";"M";1;"cruzeiro";71.60;93.07
"criciúma";2014;9;"2014-06-01";"F";0;0.3478;0.3696;0.4565;1.1522;1.5652;0.0000;14.0000;1001.3950;"M";"M";0;"santos";0.00;0.00
"grêmio";2014;9;"2014-06-01";"C";0;0.4783;0.2826;0.2391;1.0652;0.8696;1.0000;6.0000;1000.5125;"M";"E";0;"empate";26.40;103.34
"são paulo";2014;10;"2014-07-16";"F";2;0.3830;0.2979;0.3617;1.1702;1.1064;0.0000;12.0000;999.1625;"E";"V";1;"são paulo";7.50;32.95
"botafogo-rj";2014;10;"2014-07-16";"F";0;0.4043;0.0426;0.3191;1.4468;1.1277;1.0000;10.0000;994.1475;"E";"M";0;"sport";6.30;47.41
"grêmio";2014;10;"2014-07-16";"C";0;0.4681;0.2979;0.2340;1.0426;0.8511;1.0000;5.0000;1000.0125;"M";"E";0;"empate";32.60;94.35
"fluminense";2014;10;"2014-07-16";"F";2;0.3617;0.1915;0.4043;1.2128;1.1702;0.0000;6.0000;1004.0600;"E";"M";0;"criciúma";24.50;125.33
"bahia";2014;10;"2014-07-16";"C";0;0.2979;0.2979;0.4043;0.9362;1.1702;0.0000;0.0000;1002.5800;"E";"V";0;"são paulo";2.90;3.82
"athlético-pr";2014;10;"2014-07-16";"F";2;0.4468;0.3617;0.2553;1.7021;1.2979;1.0000;14.0000;1000.5825;"E";"V";1;"athlético-pr";22.20;56.00
"coritiba";2014;10;"2014-07-16";"C";0;0.2766;0.3404;0.3830;1.0638;1.1702;1.0000;9.0000;998.8975;"M";"V";0;"figueirense";-3.40;21.55
"goiás";2014;10;"2014-07-16";"F";0;0.4255;0.2979;0.2766;1.1702;1.0851;0.0000;5.0000;1004.6450;"M";"E";0;"empate";0.00;0.00
"figueirense";2014;10;"2014-07-16";"F";2;0.1111;1.7778;0.7778;0.3333;1.5556;0.0000;0.0000;1002.7250;"M";"V";1;"figueirense";25.50;14.06
"flamengo";2014;10;"2014-07-16";"C";1;0.2766;0.3617;0.3617;1.0426;1.2553;1.0000;3.0000;993.5275;"E";"V";0;"athlético-pr";6.80;59.52
"criciúma";2014;10;"2014-07-16";"C";3;0.3404;0.1915;0.4681;1.1277;1.5745;0.0000;7.0000;1001.8950;"E";"M";1;"criciúma";0.00;0.00
"sport";2014;10;"2014-07-16";"C";1;0.4444;0.2222;0.3333;0.8889;1.1111;1.0000;16.0000;1007.8400;"E";"M";1;"sport";37.00;59.44
"corinthians";2014;10;"2014-07-17";"C";2;0.3191;0.4468;0.2340;0.8085;0.5745;0.0000;12.0000;1005.6675;"E";"M";1;"corinthians";30.90;132.42
"vitória";2014;10;"2014-07-17";"F";1;0.3617;0.1702;0.3191;1.4255;1.3617;1.0000;1.0000;999.5200;"M";"M";0;"cruzeiro";1.80;27.96
"santos";2014;10;"2014-07-17";"C";2;0.3830;0.3617;0.2553;1.2979;0.9149;1.0000;16.0000;999.2950;"M";"M";1;"santos";57.10;100.77
"cruzeiro";2014;10;"2014-07-17";"C";3;0.6170;0.1702;0.2128;2.0213;1.0000;2.0000;12.0000;994.6450;"M";"M";1;"cruzeiro";19.20;87.57
"palmeiras";2014;10;"2014-07-17";"F";0;0.4444;1.8889;0.4444;0.8889;1.1111;0.0000;3.0000;992.2400;"M";"M";0;"santos";3.30;19.04
"internacional";2014;10;"2014-07-17";"F";1;0.3191;0.4468;0.2766;1.3404;1.2979;0.0000;9.0000;992.7200;"E";"M";0;"corinthians";6.60;60.39
"chapecoense";2014;10;"2014-08-06";"C";1;0.3333;0.1667;0.5000;0.7500;1.0833;0.0000;12.0000;1002.5200;"E";"E";0;"empate";0.00;0.00
"atlético-mg";2014;10;"2014-08-06";"F";1;0.4000;0.0400;0.3000;1.3000;1.0200;0.0000;10.0000;996.4250;"E";"E";0;"empate";0.00;0.00
"figueirense";2014;11;"2014-07-19";"C";0;0.2000;0.1000;0.7000;0.5000;1.4000;0.0000;10.0000;1002.7250;"V";"V";0;"grêmio";-2.20;12.02
"grêmio";2014;11;"2014-07-19";"F";1;0.4583;0.0208;0.2292;1.0208;0.8333;1.0000;4.0000;1000.0125;"V";"V";1;"grêmio";22.10;93.04
"botafogo-rj";2014;11;"2014-07-19";"C";1;0.3958;0.2708;0.3333;1.4167;1.1250;1.0000;5.0000;994.1475;"M";"M";1;"botafogo-rj";21.90;46.99
"bahia";2014;11;"2014-07-19";"F";1;0.2917;0.2917;0.4167;0.9167;1.1875;0.0000;0.0000;1003.0800;"M";"E";0;"empate";-0.40;3.25
"chapecoense";2014;11;"2014-07-19";"F";1;0.2222;1.3333;0.5556;0.7778;1.1111;0.0000;12.0000;1002.5200;"M";"V";1;"chapecoense";7.10;20.07
"são paulo";2014;11;"2014-07-19";"C";0;0.3958;0.2500;0.3542;1.1875;1.0833;1.0000;16.0000;998.1625;"M";"V";0;"chapecoense";-2.60;30.76
"coritiba";2014;11;"2014-07-19";"F";0;0.2708;0.2708;0.3958;1.0417;1.1875;0.0000;6.0000;998.8975;"M";"M";0;"botafogo-rj";6.20;18.86
"atlético-mg";2014;11;"2014-07-19";"C";1;0.4043;0.2979;0.2979;1.2766;1.0000;1.0000;7.0000;996.9250;"M";"E";0;"empate";19.80;88.77
"cruzeiro";2014;11;"2014-07-20";"F";2;0.6250;0.0208;0.2083;2.0417;1.0000;1.0000;15.0000;994.6450;"V";"V";1;"cruzeiro";41.50;94.32
"goiás";2014;11;"2014-07-20";"C";0;0.4167;0.3125;0.2708;1.1458;1.0625;0.0000;4.0000;1004.6450;"E";"E";0;"empate";0.00;0.00
"internacional";2014;11;"2014-07-20";"C";4;0.3125;0.3958;0.2917;1.3333;1.3125;1.0000;5.0000;992.7200;"M";"M";1;"internacional";58.20;62.56
"vitória";2014;11;"2014-07-20";"C";0;0.3542;0.3125;0.3333;1.4167;1.3958;0.0000;1.0000;999.5200;"E";"E";0;"empate";20.10;24.15
"palmeiras";2014;11;"2014-07-20";"C";1;0.4000;0.1000;0.5000;0.8000;1.2000;0.0000;2.0000;992.2400;"V";"V";0;"cruzeiro";0.60;15.94
"athlético-pr";2014;11;"2014-07-20";"C";2;0.4583;0.2917;0.2500;1.7083;1.2917;2.0000;16.0000;1000.5825;"M";"M";1;"athlético-pr";32.00;66.21
"flamengo";2014;11;"2014-07-20";"F";0;0.2708;0.3958;0.3750;1.0417;1.2708;0.0000;3.0000;993.5275;"M";"M";0;"internacional";7.50;52.71
"sport";2014;11;"2014-07-20";"F";0;0.5000;1.5000;0.3000;0.9000;1.0000;0.0000;18.0000;1007.8400;"E";"E";0;"empate";30.10;59.83
"santos";2014;11;"2014-07-20";"F";0;0.3958;0.2292;0.2500;1.3125;0.8958;1.0000;18.0000;998.7950;"E";"M";0;"fluminense";17.40;77.38
"criciúma";2014;11;"2014-07-20";"F";0;0.3542;0.2917;0.4583;1.1667;1.5833;0.0000;12.0000;1001.8950;"M";"M";0;"athlético-pr";0.00;0.00
"corinthians";2014;11;"2014-07-20";"F";0;0.3333;0.3125;0.2292;0.8333;0.5833;0.0000;12.0000;1005.6675;"E";"E";0;"empate";19.40;129.51
"fluminense";2014;11;"2014-07-20";"C";1;0.3542;0.2292;0.4167;1.2292;1.2083;1.0000;2.0000;1004.5600;"E";"M";1;"fluminense";26.30;125.67
"vitória";2014;12;"2014-07-26";"F";3;0.3469;0.1837;0.3265;1.3878;1.3673;1.0000;3.0000;1000.2700;"E";"V";1;"vitória";10.40;23.52
"santos";2014;12;"2014-07-26";"C";3;0.3878;0.3469;0.2653;1.2857;0.8980;1.0000;9.0000;998.7950;"M";"M";1;"santos";56.80;95.53
"bahia";2014;12;"2014-07-26";"C";0;0.2857;0.3061;0.4082;0.9184;1.1837;0.0000;3.0000;1003.0800;"V";"V";0;"internacional";-0.30;9.51
"internacional";2014;12;"2014-07-26";"F";1;0.3265;0.3061;0.2857;1.3878;1.2857;1.0000;10.0000;992.7200;"V";"V";1;"internacional";14.40;55.85
"figueirense";2014;12;"2014-07-26";"F";0;0.1818;0.7273;0.7273;0.4545;1.3636;0.0000;6.0000;1002.7250;"M";"M";0;"cruzeiro";9.00;13.94
"cruzeiro";2014;12;"2014-07-26";"C";5;0.6327;0.1633;0.2041;2.0408;1.0000;1.0000;18.0000;994.6450;"M";"M";1;"cruzeiro";77.50;120.79
"criciúma";2014;12;"2014-07-26";"C";1;0.3469;0.1837;0.4694;1.1429;1.5918;1.0000;6.0000;1001.1450;"E";"V";0;"vitória";0.00;0.00
"chapecoense";2014;12;"2014-07-26";"F";0;0.3000;1.7000;0.5000;0.8000;1.0000;0.0000;15.0000;1002.5200;"M";"M";0;"santos";4.70;24.29
"sport";2014;12;"2014-07-27";"C";2;0.4545;0.2727;0.2727;0.8182;0.9091;0.0000;12.0000;1008.3400;"E";"M";1;"sport";22.70;39.11
"corinthians";2014;12;"2014-07-27";"C";2;0.3265;0.4490;0.2245;0.8163;0.5714;1.0000;10.0000;1005.6675;"M";"M";1;"corinthians";54.80;123.47
"flamengo";2014;12;"2014-07-27";"C";1;0.2653;0.3469;0.3878;1.0204;1.3265;1.0000;0.0000;994.0275;"E";"M";1;"flamengo";32.00;85.35
"são paulo";2014;12;"2014-07-27";"F";1;0.3878;0.3265;0.3673;1.1633;1.0816;0.0000;9.0000;998.1625;"M";"M";0;"goiás";1.40;33.81
"atlético-mg";2014;12;"2014-07-27";"F";1;0.3958;0.0625;0.2917;1.2708;1.0000;0.0000;6.0000;996.4250;"E";"M";0;"sport";-1.50;104.49
"coritiba";2014;12;"2014-07-27";"F";3;0.2653;0.3061;0.4082;1.0204;1.1837;0.0000;5.0000;999.8975;"M";"V";1;"coritiba";11.60;14.95
"botafogo-rj";2014;12;"2014-07-27";"F";0;0.4082;0.3469;0.3265;1.4082;1.1020;1.0000;10.0000;993.6475;"E";"M";0;"flamengo";15.00;75.54
"fluminense";2014;12;"2014-07-27";"F";3;0.3673;0.2857;0.4082;1.2245;1.1837;0.0000;10.0000;1006.3100;"M";"V";1;"fluminense";44.30;113.66
"goiás";2014;12;"2014-07-27";"C";2;0.4082;0.3265;0.2653;1.1224;1.0408;1.0000;5.0000;1004.6450;"M";"M";1;"goiás";0.00;0.00
"palmeiras";2014;12;"2014-07-27";"F";0;0.3636;2.0000;0.5455;0.8182;1.2727;0.0000;1.0000;992.2400;"M";"M";0;"corinthians";-1.20;26.27
"grêmio";2014;12;"2014-07-27";"C";2;0.4694;0.3061;0.2245;1.0204;0.8163;1.0000;12.0000;999.0125;"M";"V";0;"coritiba";14.30;81.43
"athlético-pr";2014;12;"2014-07-27";"C";0;0.4694;0.2857;0.2449;1.7143;1.2653;1.0000;18.0000;998.8325;"M";"V";0;"fluminense";-7.60;51.84
"cruzeiro";2014;13;"2014-08-02";"F";1;0.6400;0.2600;0.2000;2.1000;0.9800;1.0000;18.0000;994.6450;"E";"E";0;"empate";26.60;101.83
"criciúma";2014;13;"2014-08-02";"F";1;0.3400;0.2400;0.4800;1.1400;1.6200;0.0000;3.0000;1001.6450;"M";"E";0;"empate";0.00;0.00
"são paulo";2014;13;"2014-08-02";"C";1;0.3800;0.2400;0.3800;1.1600;1.1000;1.0000;3.0000;997.6625;"M";"E";0;"empate";3.80;20.62
"grêmio";2014;13;"2014-08-02";"F";1;0.4600;0.3200;0.2400;1.0400;0.8600;0.0000;7.0000;999.0125;"M";"M";0;"vitória";19.10;74.52
"botafogo-rj";2014;13;"2014-08-02";"C";1;0.4000;0.2600;0.3400;1.3800;1.1000;1.0000;6.0000;993.6475;"E";"E";0;"empate";28.70;73.07
"vitória";2014;13;"2014-08-02";"C";2;0.3600;0.3200;0.3200;1.4200;1.3600;1.0000;11.0000;1000.2700;"M";"M";1;"vitória";7.00;32.82
"flamengo";2014;13;"2014-08-03";"F";0;0.2800;0.0400;0.3800;1.0200;1.3000;0.0000;9.0000;994.0275;"M";"M";0;"chapecoense";12.80;84.15
"chapecoense";2014;13;"2014-08-03";"C";1;0.2727;0.1818;0.5455;0.7273;1.1818;1.0000;9.0000;1002.5200;"M";"M";1;"chapecoense";17.20;27.06
"sport";2014;13;"2014-08-03";"F";0;0.5000;0.0833;0.2500;0.9167;0.9167;1.0000;12.0000;1006.5900;"V";"M";0;"figueirense";-8.10;53.54
"corinthians";2014;13;"2014-08-03";"F";0;0.3400;0.3200;0.2200;0.8400;0.5600;0.0000;12.0000;1005.6675;"E";"E";0;"empate";12.50;100.54
"goiás";2014;13;"2014-08-03";"F";0;0.4200;0.2200;0.2600;1.1400;1.0400;1.0000;10.0000;1003.8950;"E";"M";0;"fluminense";0.00;0.00
"palmeiras";2014;13;"2014-08-03";"C";1;0.3333;0.0833;0.5833;0.7500;1.3333;0.0000;0.0000;992.2400;"E";"E";0;"empate";21.50;30.88
"fluminense";2014;13;"2014-08-03";"C";2;0.3800;0.2200;0.4000;1.2600;1.1600;1.0000;15.0000;1007.0600;"E";"M";1;"fluminense";50.60;142.97
"athlético-pr";2014;13;"2014-08-03";"F";1;0.4600;0.3000;0.2600;1.6800;1.3000;1.0000;9.0000;998.8325;"M";"M";0;"atlético-mg";17.60;48.72
"coritiba";2014;13;"2014-08-03";"C";0;0.2800;0.3200;0.4000;1.0600;1.2000;0.0000;9.0000;999.8975;"E";"E";0;"empate";10.70;15.68
"bahia";2014;13;"2014-08-03";"F";1;0.2800;0.0200;0.4200;0.9000;1.1800;0.0000;0.0000;1003.0800;"E";"E";0;"empate";10.80;15.55
"internacional";2014;13;"2014-08-03";"C";1;0.3400;0.3800;0.2800;1.3800;1.2600;1.0000;15.0000;993.2200;"E";"M";1;"internacional";20.30;57.61
"atlético-mg";2014;13;"2014-08-03";"C";3;0.3878;0.3061;0.3061;1.2653;1.0204;2.0000;2.0000;996.4250;"M";"M";1;"atlético-mg";25.30;103.31
"figueirense";2014;13;"2014-08-03";"C";3;0.1667;0.0833;0.7500;0.4167;1.6667;0.0000;3.0000;1004.4750;"V";"M";1;"figueirense";31.50;17.13
"santos";2014;13;"2014-08-03";"F";0;0.4000;0.3800;0.2600;1.3200;0.8800;1.0000;12.0000;998.2950;"E";"M";0;"internacional";-0.70;71.34
"coritiba";2014;14;"2014-08-09";"F";1;0.2745;0.2157;0.3922;1.0392;1.1765;0.0000;9.0000;1000.3975;"M";"E";0;"empate";5.00;20.00
"goiás";2014;14;"2014-08-09";"F";0;0.4118;0.3137;0.2745;1.1176;1.0588;0.0000;7.0000;1003.3950;"E";"M";0;"bahia";0.00;0.00
"cruzeiro";2014;14;"2014-08-09";"F";0;0.6275;0.1961;0.1961;2.0784;0.9804;2.0000;12.0000;994.1450;"V";"E";0;"empate";27.20;99.35
"bahia";2014;14;"2014-08-09";"C";1;0.2745;0.3137;0.4118;0.9020;1.1765;0.0000;4.0000;1003.5800;"E";"M";1;"bahia";4.50;11.05
"criciúma";2014;14;"2014-08-09";"C";0;0.3333;0.1961;0.4706;1.1373;1.6078;1.0000;3.0000;1002.1450;"V";"E";0;"empate";0.00;0.00
"fluminense";2014;14;"2014-08-09";"C";1;0.3922;0.2157;0.3922;1.2745;1.1373;1.0000;18.0000;1006.5600;"M";"E";0;"empate";15.60;116.77
"internacional";2014;14;"2014-08-10";"C";2;0.3529;0.3725;0.2745;1.3725;1.2353;1.0000;18.0000;993.2200;"M";"M";1;"internacional";17.90;54.25
"corinthians";2014;14;"2014-08-10";"F";1;0.3333;0.3333;0.2157;0.8235;0.5490;0.0000;10.0000;1006.1675;"E";"V";1;"corinthians";12.50;98.20
"chapecoense";2014;14;"2014-08-10";"C";0;0.3077;0.2308;0.4615;0.7692;1.0769;1.0000;9.0000;1001.5200;"M";"V";0;"figueirense";2.30;17.31
"palmeiras";2014;14;"2014-08-10";"F";1;0.3077;1.2308;0.5385;0.7692;1.3077;0.0000;3.0000;992.2400;"M";"M";0;"atlético-mg";16.10;33.21
"athlético-pr";2014;14;"2014-08-10";"C";2;0.4510;0.2745;0.2745;1.6667;1.3333;1.0000;3.0000;999.5825;"E";"M";1;"athlético-pr";31.50;54.97
"atlético-mg";2014;14;"2014-08-10";"C";2;0.3922;0.3137;0.2941;1.2941;1.0196;2.0000;9.0000;996.4250;"M";"M";1;"atlético-mg";8.60;86.74
"flamengo";2014;14;"2014-08-10";"C";1;0.2745;0.3333;0.3922;1.0000;1.2941;1.0000;6.0000;994.0275;"M";"M";1;"flamengo";29.70;86.94
"botafogo-rj";2014;14;"2014-08-10";"F";0;0.3922;0.2745;0.3333;1.3725;1.0980;1.0000;6.0000;992.8975;"E";"M";0;"athlético-pr";10.30;75.23
"sport";2014;14;"2014-08-10";"F";0;0.4615;1.3077;0.3077;0.8462;1.0769;0.0000;7.0000;1006.5900;"M";"M";0;"flamengo";-4.20;47.17
"figueirense";2014;14;"2014-08-10";"F";1;0.2308;0.2308;0.6923;0.6154;1.5385;0.0000;9.0000;1005.4750;"M";"V";1;"figueirense";13.10;16.06
"são paulo";2014;14;"2014-08-10";"C";3;0.3725;0.2549;0.3725;1.1569;1.0980;1.0000;3.0000;998.4125;"E";"M";1;"são paulo";1.70;16.30
"santos";2014;14;"2014-08-10";"C";0;0.3922;0.3333;0.2745;1.2941;0.8824;0.0000;6.0000;997.7950;"E";"V";0;"corinthians";-1.30;96.56
"grêmio";2014;14;"2014-08-10";"F";0;0.4510;0.3725;0.2549;1.0392;0.8824;0.0000;3.0000;999.0125;"M";"M";0;"internacional";-12.00;96.39
"vitória";2014;14;"2014-08-10";"F";1;0.3725;0.2549;0.3137;1.4314;1.3529;1.0000;16.0000;999.5200;"E";"M";0;"são paulo";-0.20;31.93
"internacional";2014;15;"2014-08-16";"F";1;0.3654;0.3077;0.2692;1.3846;1.2115;0.0000;18.0000;994.2200;"M";"V";1;"internacional";6.30;44.89
"bahia";2014;15;"2014-08-16";"F";1;0.2885;0.4423;0.4038;0.9038;1.1538;0.0000;11.0000;1003.5800;"E";"E";0;"empate";8.40;9.35
"corinthians";2014;15;"2014-08-16";"C";1;0.3462;0.4423;0.2115;0.8269;0.5385;0.0000;14.0000;1006.1675;"E";"E";0;"empate";16.70;112.20
"goiás";2014;15;"2014-08-16";"C";0;0.4038;0.3077;0.2885;1.0962;1.0577;1.0000;3.0000;1002.3950;"M";"V";0;"internacional";0.00;0.00
"botafogo-rj";2014;15;"2014-08-17";"C";2;0.3846;0.2692;0.3462;1.3462;1.1154;1.0000;2.0000;992.8975;"M";"M";1;"botafogo-rj";30.90;64.62
"atlético-mg";2014;15;"2014-08-17";"F";2;0.4038;0.0192;0.2885;1.3077;1.0192;1.0000;12.0000;995.9250;"V";"E";0;"empate";-2.50;84.33
"são paulo";2014;15;"2014-08-17";"F";2;0.3846;0.0385;0.3654;1.1923;1.0962;1.0000;11.0000;998.4125;"V";"V";1;"são paulo";-0.50;2.26
"santos";2014;15;"2014-08-17";"F";0;0.3846;0.1923;0.2885;1.2692;0.8846;0.0000;5.0000;997.7950;"M";"M";0;"cruzeiro";7.30;105.92
"fluminense";2014;15;"2014-08-17";"F";0;0.3846;0.2692;0.3846;1.2692;1.1346;0.0000;12.0000;1006.5600;"M";"M";0;"botafogo-rj";9.60;121.05
"palmeiras";2014;15;"2014-08-17";"C";1;0.2857;0.1429;0.5714;0.7857;1.3571;0.0000;2.0000;992.2400;"V";"V";0;"são paulo";13.30;24.37
"coritiba";2014;15;"2014-08-17";"C";0;0.2692;0.3462;0.3846;1.0385;1.1731;1.0000;8.0000;999.3975;"M";"V";0;"flamengo";-4.70;15.79
"grêmio";2014;15;"2014-08-17";"C";2;0.4423;0.2885;0.2692;1.0192;0.9038;1.0000;0.0000;999.0125;"M";"M";1;"grêmio";59.40;100.02
"athlético-pr";2014;15;"2014-08-17";"F";1;0.4615;0.0577;0.2692;1.6731;1.3077;1.0000;9.0000;999.5825;"E";"E";0;"empate";11.40;52.19
"criciúma";2014;15;"2014-08-17";"F";0;0.3269;0.2885;0.4615;1.1154;1.5769;0.0000;3.0000;1002.1450;"M";"M";0;"grêmio";0.00;0.00
"sport";2014;15;"2014-08-17";"C";1;0.4286;0.2143;0.3571;0.7857;1.0714;1.0000;3.0000;1006.5900;"E";"E";0;"empate";11.90;46.69
"chapecoense";2014;15;"2014-08-17";"F";0;0.2857;1.1429;0.5000;0.7143;1.0714;0.0000;3.0000;1002.0200;"M";"E";0;"empate";15.90;21.06
"vitória";2014;15;"2014-08-17";"C";0;0.3654;0.3077;0.3269;1.4231;1.3846;1.0000;9.0000;999.0200;"M";"E";0;"empate";33.70;46.48
"figueirense";2014;15;"2014-08-17";"C";2;0.2857;0.0714;0.6429;0.6429;1.4286;0.0000;15.0000;1005.9750;"V";"E";0;"empate";11.60;11.87
"flamengo";2014;15;"2014-08-17";"F";1;0.2885;0.3462;0.3846;1.0000;1.2692;0.0000;14.0000;995.0275;"M";"V";1;"flamengo";22.30;76.89
"cruzeiro";2014;15;"2014-08-17";"C";3;0.6154;0.1923;0.1923;2.0385;0.9615;2.0000;8.0000;994.1450;"M";"M";1;"cruzeiro";51.40;100.48
"vitória";2014;16;"2014-08-20";"F";0;0.3585;0.3396;0.3208;1.3962;1.3585;1.0000;8.0000;998.2700;"E";"M";0;"coritiba";5.60;37.29
"athlético-pr";2014;16;"2014-08-20";"F";0;0.4528;0.3208;0.2642;1.6604;1.3019;0.0000;9.0000;999.5825;"M";"M";0;"santos";6.20;38.23
"flamengo";2014;16;"2014-08-20";"C";2;0.3019;0.3208;0.3774;1.0000;1.2453;1.0000;15.0000;995.0275;"M";"M";1;"flamengo";37.50;82.41
"são paulo";2014;16;"2014-08-20";"F";1;0.3962;0.3585;0.3585;1.2075;1.0943;1.0000;16.0000;998.9125;"E";"V";1;"são paulo";7.20;10.18
"internacional";2014;16;"2014-08-20";"C";0;0.3774;0.3585;0.2642;1.3774;1.1887;1.0000;18.0000;993.7200;"E";"V";0;"são paulo";4.80;40.64
"sport";2014;16;"2014-08-20";"C";2;0.4000;0.2667;0.3333;0.8000;1.0667;1.0000;3.0000;1006.5900;"M";"M";1;"sport";28.30;71.67
"santos";2014;16;"2014-08-20";"C";2;0.3774;0.3208;0.3019;1.2453;0.9245;1.0000;0.0000;997.7950;"M";"M";1;"santos";46.20;102.10
"fluminense";2014;16;"2014-08-20";"F";0;0.3774;0.0755;0.3962;1.2453;1.1509;0.0000;3.0000;1006.0600;"E";"M";0;"chapecoense";10.70;119.38
"coritiba";2014;16;"2014-08-20";"C";2;0.2642;0.3396;0.3962;1.0189;1.1698;1.0000;3.0000;1000.1475;"E";"M";1;"coritiba";19.20;19.12
